date,open,pre_close,high,low,volume,amount,turnover_ratio,OT
2018/12/6,3218.11,3252,3223.52,3179.89,-957057492,95678881792,0.24,3181.67
2018/12/7,3187.49,3181.67,3193.82,3176.71,1041225204,66323970560,0.17,3181.56
2018/12/10,3153.52,3181.56,3170.15,3134.38,2048760104,73717202944,0.2,3144.76
2018/12/11,3148.23,3144.76,3161.96,3143.61,1027420404,60014969856,0.17,3159.82
2018/12/12,3181.57,3159.82,3182.21,3160.28,1036024104,60536223488,0.17,3170.61
2018/12/13,3178.89,3170.61,3234.08,3169.42,454340908,1.03375E+11,0.28,3219.69
2018/12/14,3207.35,3219.69,3210.72,3165.91,-159809492,91576901632,0.26,3165.91
2018/12/17,3158.28,3165.91,3167.51,3134.37,-1940233992,77151490048,0.21,3161.2
2018/12/18,3139.95,3161.2,3165,3114.47,2087064604,72035450880,0.2,3128.43
2018/12/19,3133.74,3128.43,3137.01,3086.76,1257262604,67872922368,0.17,3091.13
2018/12/20,3083.54,3091.13,3097.72,3044.29,-1614988292,78181425152,0.22,3067.42
2018/12/21,3055.33,3067.42,3057.4,3007.61,-914124592,84824064000,0.24,3029.4
2018/12/24,3015.5,3029.4,3040.35,3007.33,1434994204,63880740608,0.18,3038.2
2018/12/25,3006.88,3038.2,3030.14,2964.88,-720991992,80413569024,0.25,3017.28
2018/12/26,3012.87,3017.28,3029.06,2996.48,1269735904,58574969088,0.17,3002.03
2018/12/27,3042.95,3002.03,3047.23,2990.51,-535755992,81159270400,0.25,2990.51
2018/12/28,2994.8,2990.51,3024.35,2984.82,-1484556792,78145310720,0.22,3010.65
2019/1/2,3017.07,3010.65,3018.78,2958.49,-1723632392,76105572352,0.22,2969.54
2019/1/3,2963.02,2969.54,3000.44,2953.25,-1503224292,76664799232,0.22,2964.84
2019/1/4,2940.19,2964.84,3036.81,2935.83,1741962508,1.07141E+11,0.32,3035.87
2019/1/7,3055.15,3035.87,3061.75,3035.91,1526501408,1.05704E+11,0.32,3054.3
2019/1/8,3049.87,3054.3,3055.51,3038.53,27124008,79628881920,0.27,3047.7
2019/1/9,3065.23,3047.7,3117.96,3062.85,2146500308,1.1713E+11,0.34,3078.48
2019/1/10,3077.48,3078.48,3092.54,3062.57,-62758892,90206871552,0.27,3072.69
2019/1/11,3082.26,3072.69,3102.83,3071.03,-1411292192,77420240896,0.23,3094.78
2019/1/14,3092.5,3094.78,3097.41,3064.38,-1977764392,68115969024,0.21,3067.78
2019/1/15,3071.52,3067.78,3129.37,3064.67,287361508,99976892416,0.28,3127.99
2019/1/16,3126.13,3127.99,3135.01,3117.29,-568500492,85781590016,0.25,3128.65
2019/1/17,3132.63,3128.65,3141.71,3110.06,-572447492,82888208384,0.25,3111.42
2019/1/18,3124.5,3111.42,3171.69,3120.35,1806448908,1.06781E+11,0.33,3168.17
2019/1/21,3170.88,3168.17,3199.21,3170.88,801567708,1.05537E+11,0.29,3185.64
2019/1/22,3181.95,3185.64,3181.95,3135.34,-1290881792,78150877184,0.23,3143.32
2019/1/23,3136.1,3143.32,3157.63,3131.87,1692080604,62669651968,0.19,3141.05
2019/1/24,3146.6,3141.05,3165.63,3125.3,-1296470992,80963878912,0.23,3158.78
2019/1/25,3165.18,3158.78,3203.17,3164.41,-193161692,93207953408,0.26,3184.47
2019/1/28,3203.12,3184.47,3228.87,3174.72,-327691492,97371496448,0.26,3183.78
2019/1/29,3177.26,3183.78,3200.99,3148.23,-824101092,85943910400,0.24,3193.97
2019/1/30,3181.66,3193.97,3202.9,3167.89,2079684304,73005121536,0.2,3168.48
2019/1/31,3182.7,3168.48,3216.07,3178.01,34849308,97509924864,0.27,3201.63
2019/2/1,3225.73,3201.63,3247.5,3207.72,-387970592,94766411776,0.26,3247.4
2019/2/11,3239.81,3247.4,3307.06,3239.81,1291908908,1.14752E+11,0.31,3306.47
2019/2/12,3306.35,3306.47,3335.36,3298.63,-661655588,1.22834E+11,0.38,3330.34
2019/2/13,3337.78,3330.34,3405.58,3329.14,-797035984,1.68866E+11,0.51,3397.03
2019/2/14,3392.85,3397.03,3415.4,3381.98,-2067140084,1.38649E+11,0.47,3402.14
2019/2/15,3391.24,3402.14,3395.03,3335.87,1481958412,1.41555E+11,0.45,3338.7
2019/2/18,3366.42,3338.7,3445.74,3366.42,1108739816,1.8045E+11,0.57,3445.74
2019/2/19,3454.72,3445.74,3480.79,3419.07,728509416,1.85763E+11,0.56,3439.61
2019/2/20,3449.93,3439.61,3463.77,3421.51,1854129112,1.4557E+11,0.46,3451.93
2019/2/21,3450.14,3451.93,3500.25,3431.63,834459616,1.85197E+11,0.57,3442.71
2019/2/22,3439.38,3442.71,3520.12,3417.98,1543928316,2.02869E+11,0.59,3520.12
2019/2/25,3575.85,3520.12,3729.48,3574.69,-104026068,3.76382E+11,1.07,3729.48
2019/2/26,3734.71,3729.48,3762.11,3679.27,1444131332,3.87633E+11,1.12,3684.69
2019/2/27,3682.81,3684.69,3737.63,3638.33,-1441170472,3.07306E+11,0.9,3678.39
2019/2/28,3675.26,3678.39,3695.46,3650.05,1301152816,2.06011E+11,0.58,3669.37
2019/3/1,3699.22,3669.37,3749.71,3668.77,-1003736080,2.35621E+11,0.64,3749.71
2019/3/4,3783.04,3749.71,3886.58,3764.78,-2010725668,3.76397E+11,1.01,3794.1
2019/3/5,3785.38,3794.1,3816.16,3770.79,1610480120,2.61464E+11,0.72,3816.01
2019/3/6,3822.86,3816.01,3855.16,3787.52,1742966028,3.31156E+11,1,3848.09
2019/3/7,3841.15,3848.09,3845.18,3778.8,-1375083568,3.59339E+11,1.03,3808.85
2019/3/8,3721.4,3808.85,3774.54,3656.19,1734236628,3.49297E+11,1,3657.58
2019/3/11,3663.98,3657.58,3731.91,3650.81,1616450020,2.68718E+11,0.72,3729.95
2019/3/12,3758.32,3729.95,3804.72,3723.68,1722834424,3.25181E+11,0.86,3755.35
2019/3/13,3758.71,3755.35,3763.09,3708.81,1893388320,2.86171E+11,0.73,3724.19
2019/3/14,3710.29,3724.19,3747.82,3673.85,1901854416,2.3182E+11,0.6,3698.49
2019/3/15,3713.94,3698.49,3782.24,3713.94,337585116,2.24194E+11,0.55,3745.01
2019/3/18,3753.64,3745.01,3851.75,3733.68,217969420,2.76473E+11,0.68,3851.75
2019/3/19,3856.59,3851.75,3868.34,3815.22,992841716,2.24097E+11,0.57,3833.96
2019/3/20,3825.34,3833.96,3855.15,3790.51,383339816,2.15407E+11,0.55,3835.44
2019/3/21,3840.28,3835.44,3864.07,3823.47,-1843805480,2.31993E+11,0.62,3836.89
2019/3/22,3838.13,3836.89,3845.58,3786.59,-44169984,1.98518E+11,0.54,3833.8
2019/3/25,3776.44,3833.8,3807.18,3741.61,-1616203480,2.23397E+11,0.62,3742.83
2019/3/26,3766.53,3742.83,3770.84,3687.55,124788716,1.96548E+11,0.54,3700.44
2019/3/27,3724.41,3700.44,3750.26,3703.45,990943512,1.77508E+11,0.44,3743.39
2019/3/28,3731.06,3743.39,3755.72,3710.08,442310912,1.72604E+11,0.42,3728.4
2019/3/29,3739.77,3728.4,3876.38,3739.77,89073920,2.83022E+11,0.68,3872.34
2019/4/1,3901.17,3872.34,3982.91,3901.17,1368466724,3.40799E+11,0.85,3973.93
2019/4/2,3986.34,3973.93,3988.1,3956.51,1125197520,2.81892E+11,0.71,3971.29
2019/4/3,3947.87,3971.29,4026.5,3939.78,1716900320,2.84826E+11,0.73,4022.16
2019/4/4,4039.74,4022.16,4072.11,4021.71,271290124,3.13539E+11,0.82,4062.23
2019/4/8,4097.1,4062.23,4122.6,4017.49,980753924,3.2467E+11,0.84,4057.23
2019/4/9,4063.81,4057.23,4084.24,4038.28,1115811616,2.43188E+11,0.57,4075.43
2019/4/10,4062.44,4075.43,4115.38,4035.47,-2006075180,2.78282E+11,0.61,4085.85
2019/4/11,4083.46,4085.85,4097.12,3990.24,-274905084,2.36259E+11,0.53,3997.58
2019/4/12,3986.78,3997.58,4006.93,3961.46,701309912,1.78796E+11,0.43,3988.62
2019/4/15,4056.49,3988.62,4085.39,3974.23,1084687916,2.36299E+11,0.57,3975.52
2019/4/16,3958.1,3975.52,4085.79,3943.49,-1270639880,2.50569E+11,0.63,4085.79
2019/4/17,4080.72,4085.79,4106.62,4057.5,856842516,2.28824E+11,0.57,4087.24
2019/4/18,4085.11,4087.24,4094.05,4056.24,1771310312,1.87813E+11,0.46,4072.08
2019/4/19,4076.3,4072.08,4120.64,4046.2,-2100378084,1.94702E+11,0.47,4120.61
2019/4/22,4125.97,4120.61,4126.09,4015.47,1755505416,2.44381E+11,0.59,4025.61
2019/4/23,4021.63,4025.61,4061.09,4005.28,-1618704084,2.04122E+11,0.49,4019.01
2019/4/24,4033.63,4019.01,4044.34,3967.81,1664967712,1.86498E+11,0.46,4030.09
2019/4/25,4013.6,4030.09,4022.56,3938.33,-1207662084,1.97531E+11,0.5,3941.82
2019/4/26,3921.89,3941.82,3943.83,3887.25,1315905012,1.86572E+11,0.45,3889.27
2019/4/29,3896.58,3889.27,3953.23,3875.45,-1792776484,2.03947E+11,0.48,3900.33
2019/4/30,3887.18,3900.33,3923.11,3885.15,-1261564188,1.61666E+11,0.36,3913.21
2019/5/6,3775.08,3913.21,3791.61,3647.14,-1727548180,2.54115E+11,0.62,3684.62
2019/5/7,3702.27,3684.62,3738.18,3671.83,399863512,1.83659E+11,0.42,3720.67
2019/5/8,3648.55,3720.67,3722.93,3642.5,-1598166288,1.45058E+11,0.35,3667.46
2019/5/9,3637.35,3667.46,3656.9,3584.82,1513804808,1.41829E+11,0.32,3599.7
2019/5/10,3643.06,3599.7,3732.92,3589.29,1915482912,1.95067E+11,0.46,3730.45
2019/5/13,3675.76,3730.45,3702.9,3658,1749251308,1.35054E+11,0.32,3668.73
2019/5/14,3630.44,3668.73,3683.26,3630.44,1641411308,1.35263E+11,0.32,3645.15
2019/5/15,3674.99,3645.15,3741.04,3674.99,-1868724988,1.52535E+11,0.35,3727.09
2019/5/16,3720.04,3727.09,3745.14,3707.9,-1259074588,1.39852E+11,0.36,3743.96
2019/5/17,3744.88,3743.96,3745.36,3637.58,-39577388,1.54092E+11,0.4,3648.76
2019/5/20,3635.74,3648.76,3644.5,3583.83,-1988554288,1.34194E+11,0.34,3617.79
2019/5/21,3619.44,3617.79,3690.09,3610.68,-1782609888,1.33071E+11,0.35,3666.78
2019/5/22,3663.15,3666.78,3679.27,3634.75,1244678108,1.21775E+11,0.31,3649.38
2019/5/23,3629.53,3649.38,3631.47,3578.11,1399843608,1.25612E+11,0.31,3583.96
2019/5/24,3584.9,3583.96,3623.39,3580.79,-496529692,1.01337E+11,0.25,3593.91
2019/5/27,3592.6,3593.91,3648.03,3556.26,-2001814788,1.33399E+11,0.34,3637.2
2019/5/28,3633.02,3637.2,3683.23,3627.79,-1096277788,1.48966E+11,0.37,3672.26
2019/5/29,3642.54,3672.26,3693.23,3637.35,745609508,1.20002E+11,0.29,3663.91
2019/5/30,3648.85,3663.91,3650.97,3612.62,830321408,1.12864E+11,0.3,3641.18
2019/5/31,3641,3641.18,3668.18,3627.54,332292108,1.08264E+11,0.28,3629.79
2019/6/3,3640.61,3629.79,3672.81,3613.13,1482383408,1.23902E+11,0.32,3632.01
2019/6/4,3632.56,3632.01,3636.13,3584.46,119774708,1.09467E+11,0.27,3598.47
2019/6/5,3627.79,3598.47,3634.45,3593.95,274267408,1.14634E+11,0.28,3597.11
2019/6/6,3601.04,3597.11,3601.04,3557.02,-36494292,1.04367E+11,0.27,3564.68
2019/6/10,3578.01,3564.68,3623.73,3568.28,647571408,1.17347E+11,0.29,3610.74
2019/6/11,3617.52,3610.74,3723.14,3617.52,1463378712,1.80899E+11,0.45,3719.28
2019/6/12,3706.86,3719.28,3711.88,3683.94,-967016688,1.32296E+11,0.37,3691.1
2019/6/13,3689.58,3691.1,3697.59,3654.27,1043237108,1.1046E+11,0.3,3685.39
2019/6/14,3690.48,3685.39,3709.65,3650.91,1591765808,1.16584E+11,0.32,3654.88
2019/6/17,3654.44,3654.88,3683.77,3645.5,-1292266792,93092581376,0.23,3654.82
2019/6/18,3661.13,3654.82,3675.65,3638.78,-1520708092,89472839680,0.22,3667.62
2019/6/19,3761.34,3667.62,3771.35,3715.13,-325330388,1.72574E+11,0.39,3715.94
2019/6/20,3718.94,3715.94,3845.79,3717.19,-292661784,2.27727E+11,0.53,3828.52
2019/6/21,3832.73,3828.52,3856.09,3817.31,-1816353784,1.99962E+11,0.48,3833.94
2019/6/24,3836.31,3833.94,3853.55,3819.77,1418527508,1.43645E+11,0.31,3841.27
2019/6/25,3837.43,3841.27,3838.06,3755.01,-477310688,1.69359E+11,0.39,3801.31
2019/6/26,3779.51,3801.31,3809.76,3771.72,-407906292,1.12107E+11,0.26,3794.33
2019/6/27,3807.54,3794.33,3854.08,3805.83,1941701108,1.56483E+11,0.33,3834.82
2019/6/28,3832.06,3834.82,3835.23,3803.05,-113320692,1.16512E+11,0.27,3825.59
2019/7/1,3899.33,3825.59,3936.67,3886.91,-1342835184,2.1747E+11,0.5,3935.81
2019/7/2,3931.05,3935.81,3942.43,3918.94,301447712,1.73997E+11,0.41,3937.17
2019/7/3,3927.44,3937.17,3927.44,3878.84,-1685641488,1.63146E+11,0.35,3893.53
2019/7/4,3895.2,3893.53,3906.89,3854.69,1344291108,1.42669E+11,0.31,3873.1
2019/7/5,3875.37,3873.1,3900.31,3857.93,-1189281792,1.16237E+11,0.23,3893.2
2019/7/8,3875.75,3893.2,3875.75,3775.03,-1930993188,1.47198E+11,0.34,3802.79
2019/7/9,3798.1,3802.79,3811.1,3774.76,-1105661392,1.13148E+11,0.23,3793.13
2019/7/10,3807.95,3793.13,3810.4,3774.23,-1306539792,1.01355E+11,0.23,3786.74
2019/7/11,3806.19,3786.74,3830.74,3774.41,-1058738192,1.13675E+11,0.24,3785.22
2019/7/12,3783.07,3785.22,3820.24,3774.52,-1043337992,1.07008E+11,0.24,3808.73
2019/7/15,3792.64,3808.73,3844.87,3745.85,1530587608,1.42493E+11,0.32,3824.19
2019/7/16,3819.25,3824.19,3828.33,3799.87,-516839392,1.0845E+11,0.25,3806.84
2019/7/17,3800.11,3806.84,3820.27,3787.9,928453908,1.16767E+11,0.3,3804.64
2019/7/18,3793.19,3804.64,3793.39,3768,159709908,1.11669E+11,0.27,3768.4
2019/7/19,3787.51,3768.4,3828.15,3787.51,218680308,1.17798E+11,0.28,3807.96
2019/7/22,3813.5,3807.96,3816.54,3765.44,620203008,1.1781E+11,0.29,3781.68
2019/7/23,3783.54,3781.68,3792.96,3768.76,-1458599892,1.03867E+11,0.22,3789.91
2019/7/24,3803.59,3789.91,3840.06,3803.57,504133908,1.29941E+11,0.29,3819.83
2019/7/25,3821.39,3819.83,3851.07,3812.95,784107008,1.259E+11,0.29,3851.07
2019/7/26,3835.23,3851.07,3863.59,3832.52,-264004592,1.1093E+11,0.26,3858.57
2019/7/29,3857.94,3858.57,3862.75,3842.43,-108497692,1.11679E+11,0.27,3854.27
2019/7/30,3861.57,3854.27,3890.73,3861.57,822460908,1.2048E+11,0.3,3870.32
2019/7/31,3856.75,3870.32,3856.75,3830.09,-374819092,1.11084E+11,0.26,3835.36
2019/8/1,3819.32,3835.36,3831.26,3791.55,-178516492,1.17649E+11,0.26,3803.47
2019/8/2,3729.13,3803.47,3754.53,3720.06,-2051312088,1.41875E+11,0.34,3747.44
2019/8/5,3724.41,3747.44,3739.5,3675.69,1542663408,1.33061E+11,0.32,3675.69
2019/8/6,3609.11,3675.69,3649.9,3575.86,98485212,1.67267E+11,0.41,3636.33
2019/8/7,3654.63,3636.33,3659.08,3621.43,-166063092,1.08668E+11,0.26,3621.43
2019/8/8,3651.36,3621.43,3675.46,3646.94,255836208,1.14982E+11,0.28,3669.29
2019/8/9,3686.75,3669.29,3689.18,3628.12,-60376592,1.16356E+11,0.27,3633.53
2019/8/12,3647.87,3633.53,3699.1,3643.32,-381628892,1.21129E+11,0.26,3699.1
2019/8/13,3675.59,3699.1,3686.43,3658.01,-939904292,1.03764E+11,0.24,3665.75
2019/8/14,3712.07,3665.75,3717.56,3680.61,530324508,1.28302E+11,0.29,3682.4
2019/8/15,3618.01,3682.4,3694.3,3612.11,269948708,1.19241E+11,0.28,3694
2019/8/16,3697.94,3694,3738.1,3687.08,241982208,1.32697E+11,0.28,3710.54
2019/8/19,3736.03,3710.54,3791.09,3720.69,1047799312,1.95449E+11,0.44,3791.09
2019/8/20,3786.03,3791.09,3799.9,3778.73,-2024692988,1.49115E+11,0.34,3787.73
2019/8/21,3778.31,3787.73,3792.6,3775.45,-359946492,1.21689E+11,0.26,3781.76
2019/8/22,3793.86,3781.76,3797.33,3771.2,-9155292,1.20708E+11,0.27,3793.51
2019/8/23,3796.88,3793.51,3829.36,3788.03,205523708,1.37802E+11,0.28,3820.86
2019/8/26,3756.36,3820.86,3778.87,3753.16,795992308,1.42351E+11,0.29,3765.91
2019/8/27,3791.46,3765.91,3848.24,3790.87,-411753988,1.81749E+11,0.39,3816.95
2019/8/28,3818.81,3816.95,3822.59,3790.14,285146608,1.37667E+11,0.28,3802.58
2019/8/29,3805.49,3802.58,3808.6,3774.4,-181595892,1.26476E+11,0.26,3790.19
2019/8/30,3816.68,3790.19,3828.97,3778.92,1079580408,1.52409E+11,0.3,3799.59
2019/9/2,3803.69,3799.59,3855.78,3799.82,-1855966988,1.64994E+11,0.35,3848.32
2019/9/3,3852.58,3848.32,3856.68,3833.76,1181528608,1.46271E+11,0.31,3853.61
2019/9/4,3848.65,3853.61,3886,3846.42,-222040288,1.7684E+11,0.4,3886
2019/9/5,3909.21,3886,3970,3909.21,985753816,2.44681E+11,0.57,3925.32
2019/9/6,3946.69,3925.32,3948.54,3922.34,-696664288,1.81718E+11,0.38,3948.51
2019/9/9,3980.96,3948.51,3985.24,3954.88,1796073512,2.09545E+11,0.46,3972.95
2019/9/10,3976.87,3972.95,3976.92,3938.74,204036612,1.84494E+11,0.41,3959.27
2019/9/11,3969.68,3959.27,3971.22,3922.95,274585612,1.90165E+11,0.41,3930.1
2019/9/12,3944.69,3930.1,3975.93,3933.44,-1860774688,1.56751E+11,0.35,3972.38
2019/9/16,3981.36,3972.38,3982.2,3943.37,-1858921488,1.54737E+11,0.35,3957.72
2019/9/17,3947.16,3957.72,3947.16,3879.49,-1515470088,1.54899E+11,0.36,3891.22
2019/9/18,3902.99,3891.22,3923.15,3902.51,-384319492,1.3016E+11,0.26,3910.08
2019/9/19,3923.96,3910.08,3924.38,3897.07,8489208,1.27422E+11,0.27,3924.38
2019/9/20,3933.46,3924.38,3942.22,3921.41,1755660808,1.53163E+11,0.32,3935.65
2019/9/23,3925.19,3935.65,3925.19,3868.21,813687808,1.39224E+11,0.3,3890.66
2019/9/24,3895.87,3890.66,3927.01,3886.14,188388308,1.42341E+11,0.28,3901.08
2019/9/25,3887.55,3901.08,3889.84,3867.23,362148908,1.33224E+11,0.28,3870.98
2019/9/26,3884.7,3870.98,3890.75,3840.25,1679895508,1.50807E+11,0.32,3841.14
2019/9/27,3843.46,3841.14,3859.5,3832.25,-1189539792,1.0913E+11,0.23,3852.65
2019/9/30,3842.07,3852.65,3857.23,3813.55,-1996803292,1.00487E+11,0.21,3814.53
2019/10/8,3818.59,3814.53,3861.64,3818.59,-924148492,1.18366E+11,0.24,3837.68
2019/10/9,3822.61,3837.68,3845.34,3805.07,-1004483292,1.12406E+11,0.24,3843.24
2019/10/10,3838.49,3843.24,3877.14,3829.43,-667665192,1.27474E+11,0.25,3874.64
2019/10/11,3885.52,3874.64,3922.37,3868.84,751323108,1.39817E+11,0.29,3911.73
2019/10/14,3944.86,3911.73,3983.81,3934.73,-645540888,1.67857E+11,0.38,3953.24
2019/10/15,3953.16,3953.24,3953.16,3928.15,-62539792,1.25117E+11,0.27,3936.25
2019/10/16,3939.28,3936.25,3964.05,3919.02,-266963992,1.28559E+11,0.26,3922.69
2019/10/17,3929.39,3922.69,3935.81,3913.92,-2103560192,99991851008,0.2,3925.22
2019/10/18,3935.42,3925.22,3940.54,3864.97,-357820692,1.22187E+11,0.26,3869.38
2019/10/21,3865.34,3869.38,3884.74,3856.04,-1171642892,1.10858E+11,0.23,3880.84
2019/10/22,3896.31,3880.84,3897.44,3870.55,-1698077992,1.02843E+11,0.22,3895.88
2019/10/23,3892.68,3895.88,3901.42,3862.2,-1570072092,99733598208,0.22,3871.08
2019/10/24,3877.92,3871.08,3890.2,3852.58,-1456477192,1.05097E+11,0.22,3870.67
2019/10/25,3871.77,3870.67,3899.72,3849.03,-844572692,1.26677E+11,0.24,3896.79
2019/10/28,3904.98,3896.79,3927.8,3897.82,1150667508,1.50762E+11,0.31,3926.59
2019/10/29,3929.71,3926.59,3932.37,3910.23,-364227092,1.39611E+11,0.26,3910.23
2019/10/30,3904.72,3910.23,3908.1,3883.45,-802642192,1.22611E+11,0.24,3891.23
2019/10/31,3906.86,3891.23,3907.15,3878.88,81519408,1.35012E+11,0.27,3886.75
2019/11/1,3883.81,3886.75,3956.08,3876.42,1479026708,1.51471E+11,0.32,3952.39
2019/11/4,3964.01,3952.39,3985.36,3964.01,1829451008,1.54485E+11,0.33,3978.12
2019/11/5,3982.12,3978.12,4030.64,3970.87,-1593713888,1.63318E+11,0.35,4002.81
2019/11/6,4006.33,4002.81,4007.5,3973.78,1141360608,1.3986E+11,0.31,3984.88
2019/11/7,3984.55,3984.88,4005.38,3975.55,135555308,1.17752E+11,0.27,3991.87
2019/11/8,4017.67,3991.87,4022.04,3971.57,1120760308,1.39027E+11,0.3,3973.01
2019/11/11,3948.62,3973.01,3948.62,3897.55,825627408,1.3033E+11,0.3,3902.98
2019/11/12,3905.96,3902.98,3914.88,3877.74,-935627792,1.08828E+11,0.24,3903.69
2019/11/13,3905.28,3903.69,3908.42,3882.43,-915026692,1.12057E+11,0.24,3899.98
2019/11/14,3905.93,3899.98,3916.95,3895.14,110909908,1.19792E+11,0.27,3905.86
2019/11/15,3908.49,3905.86,3915.1,3877.09,-216842992,1.15423E+11,0.26,3877.09
2019/11/18,3874.44,3877.09,3913.1,3868.32,-925335292,1.07086E+11,0.24,3907.93
2019/11/19,3904.1,3907.93,3947.04,3902.38,-373832192,1.23227E+11,0.26,3947.04
2019/11/20,3940.13,3947.04,3943.23,3901.99,-908401392,1.18003E+11,0.24,3907.86
2019/11/21,3894.54,3907.86,3901.83,3875.97,-1676880892,1.04148E+11,0.22,3889.6
2019/11/22,3894.17,3889.6,3918.84,3833.5,514329308,1.46981E+11,0.29,3849.99
2019/11/25,3850.97,3849.99,3878.25,3839.42,2016694308,1.40851E+11,0.33,3878.21
2019/11/26,3893.43,3878.21,3899.11,3869.59,-1733548288,1.40214E+11,0.35,3891.65
2019/11/27,3883.43,3891.65,3889.98,3862.7,-946204192,1.07239E+11,0.24,3875.62
2019/11/28,3877.9,3875.62,3887.69,3852.01,-2066922792,87081787392,0.2,3862.3
2019/11/29,3857.19,3862.3,3861.66,3804.83,-1175501592,1.16201E+11,0.23,3828.67
2019/12/2,3835.51,3828.67,3854.75,3829.31,-848717292,1.09993E+11,0.24,3836.06
2019/12/3,3829.21,3836.06,3851.12,3811.63,-1228810492,1.08704E+11,0.23,3851.09
2019/12/4,3841.66,3851.09,3852.99,3831.07,-621596192,1.09646E+11,0.25,3849.82
2019/12/5,3863.61,3849.82,3883.4,3859.82,315184608,1.29358E+11,0.28,3879.36
2019/12/6,3885.06,3879.36,3902.39,3878.7,-725045792,1.16425E+11,0.25,3902.39
2019/12/9,3909.53,3902.39,3911.97,3885.25,945446108,1.30873E+11,0.3,3895.45
2019/12/10,3886.44,3895.45,3900.96,3882.09,36358108,1.21118E+11,0.27,3900.38
2019/12/11,3907.16,3900.38,3909.39,3890.34,1386613508,1.2769E+11,0.31,3902.75
2019/12/12,3908.45,3902.75,3908.45,3886.12,-119101692,1.17874E+11,0.27,3891.02
2019/12/13,3928,3891.02,3969.46,3925.28,1972232912,2.01019E+11,0.47,3968.22
2019/12/16,3970.71,3968.22,3987.59,3953.51,1963765212,2.02155E+11,0.47,3987.55
2019/12/17,3987.74,3987.55,4067.14,3984.52,-1358542880,2.51638E+11,0.63,4041.8
2019/12/18,4039.72,4041.8,4057.64,4025.34,-2044692784,1.9762E+11,0.47,4032.78
2019/12/19,4034.62,4032.78,4038.54,4014.9,-1094845988,1.52554E+11,0.37,4027.15
2019/12/20,4032.15,4027.15,4046.73,4014.93,-758135588,1.5846E+11,0.38,4017.25
2019/12/23,4014.69,4017.25,4032.17,3964.38,-603277288,1.62048E+11,0.39,3967.1
2019/12/24,3971.56,3967.1,3994.51,3963.67,1008970008,1.22499E+11,0.3,3992.96
2019/12/25,3988.66,3992.96,4000.56,3976.36,903954408,1.31896E+11,0.3,3990.87
2019/12/26,3993.67,3990.87,4025.99,3993.54,-1998837788,1.40815E+11,0.34,4025.99
2019/12/27,4029.25,4025.99,4066.8,4019.72,-2087228184,1.9509E+11,0.47,4022.03
2019/12/30,4015.52,4022.03,4083.69,4001.5,-1582720284,2.16815E+11,0.49,4081.63
2019/12/31,4077.75,4081.63,4098.14,4069.01,-558475988,1.73119E+11,0.39,4096.58
2020/1/2,4121.35,4096.58,4172.66,4121.35,1031808016,2.70106E+11,0.57,4152.24
2020/1/3,4161.22,4152.24,4164.3,4131.86,1397722612,2.15216E+11,0.45,4144.96
2020/1/6,4120.52,4144.96,4170.64,4102.38,351126016,2.50182E+11,0.55,4129.3
2020/1/7,4137.4,4129.3,4161.25,4135.1,1064001312,1.96389E+11,0.44,4160.23
2020/1/8,4139.63,4160.23,4149.81,4101.98,-421284084,2.12406E+11,0.53,4112.32
2020/1/9,4145.53,4112.32,4165.66,4143.59,803730412,2.0015E+11,0.43,4164.37
2020/1/10,4177.58,4164.37,4180.98,4148.48,-1581730088,1.77827E+11,0.35,4163.18
2020/1/13,4166.93,4163.18,4203.99,4148.6,-915703588,1.99795E+11,0.38,4203.99
2020/1/14,4215.16,4203.99,4223.51,4188.08,47176412,1.96221E+11,0.41,4189.89
2020/1/15,4186.88,4189.89,4193.87,4150.88,1873379108,1.63082E+11,0.33,4166.73
2020/1/16,4174.82,4166.73,4175.29,4142.18,1436829708,1.56243E+11,0.31,4149.04
2020/1/17,4162.19,4149.04,4177.03,4141.64,1282633708,1.66592E+11,0.31,4154.85
2020/1/20,4170.74,4154.85,4185.96,4149.49,-643987188,2.02692E+11,0.38,4185.83
2020/1/21,4165.02,4185.83,4165.02,4113.33,167848712,2.04587E+11,0.41,4114.31
2020/1/22,4093.8,4114.31,4141.18,4046.49,-209025488,2.08136E+11,0.4,4131.93
2020/1/23,4093.32,4131.93,4103.52,3972.39,-1144108784,2.50409E+11,0.5,4003.9
2020/2/3,3639.91,4003.9,3732.16,3639.91,-1423904484,2.43303E+11,0.49,3688.36
2020/2/4,3652,3688.36,3786.86,3652,-81503780,2.98166E+11,0.67,3785.64
2020/2/5,3801.1,3785.64,3866.01,3781.61,312683216,2.64043E+11,0.55,3828.53
2020/2/6,3841.75,3828.53,3914.92,3806.96,466354416,2.6282E+11,0.55,3899.78
2020/2/7,3879.55,3899.78,3899.88,3849.71,-2006693384,2.37509E+11,0.48,3899.87
2020/2/10,3872.37,3899.87,3920.17,3861.01,1955794912,2.29625E+11,0.47,3916.01
2020/2/11,3926.42,3916.01,3970.52,3915.71,1459265512,2.19307E+11,0.45,3952.46
2020/2/12,3945.67,3952.46,3984.43,3940.67,-213869788,2.00777E+11,0.4,3984.43
2020/2/13,3985.88,3984.43,3999.55,3950.14,1615282412,2.28606E+11,0.45,3959.92
2020/2/14,3954.23,3959.92,4001.56,3954.02,1439078412,2.22895E+11,0.45,3987.73
2020/2/17,3999.65,3987.73,4077.45,3999.65,1098027816,2.73068E+11,0.57,4077.42
